ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1058	"ENSG00000125977.6"	"EIF2S2"	chr20	-	32691244	32691371	32691267	32691371	32686303	32686439	1058	0,5	647,425	2,2	722,615	121	99	1	1.0	0.0,0.01	0.002,0.003	0.003
10590	"ENSG00000188554.9"	"NBR1"	chr17	+	41353702	41353854	41353702	41353797	41354671	41354729	10590	11,2	147,82	0,0	9,8	155	99	0.259846512767	1.0	0.046,0.015	0.0,0.0	0.03
10592	"ENSG00000188554.9"	"NBR1"	chr17	+	41322497	41322628	41322497	41322515	41327807	41327918	10592	2,1	1,1	5,4	1,0	197	99	0.323414536757	1.0	0.501,0.334	0.715,1.0	-0.44
10593	"ENSG00000188554.9"	"NBR1"	chr17	+	41322510	41322960	41322510	41322515	41327807	41327918	10593	25,2	1,1	18,17	1,0	197	99	0.54467053447	1.0	0.926,0.501	0.9,1.0	-0.236
10594	"ENSG00000188554.9"	"NBR1"	chr17	+	41346366	41346574	41346366	41346516	41346980	41347056	10594	20,10	94,69	0,0	15,16	156	99	0.260029837648	1.0	0.119,0.084	0.0,0.0	0.102
10595	"ENSG00000139641.8"	"ESYT1"	chr12	+	56536596	56536717	56536596	56536694	56536800	56536932	10595	203,169	3,7	439,402	7,5	121	99	0.116578834923	1.0	0.982,0.952	0.981,0.985	-0.016
10596	"ENSG00000139641.8"	"ESYT1"	chr12	+	56530472	56530694	56530472	56530677	56531001	56531157	10596	3,3	82,68	1,1	79,104	115	99	0.159724607675	1.0	0.031,0.037	0.011,0.008	0.025
10597	"ENSG00000139641.8"	"ESYT1"	chr12	+	56525992	56526116	56525992	56526094	56526204	56526381	10597	141,80	1,1	254,251	1,0	120	99	0.316419770763	1.0	0.991,0.985	0.995,1.0	-0.01
10598	"ENSG00000139641.8"	"ESYT1"	chr12	+	56526204	56526381	56526204	56526280	56526502	56526585	10598	289,230	0,0	597,580	1,0	197	99	1	1.0	1.0,1.0	0.997,1.0	0.002
10600	"ENSG00000112282.13"	"MED23"	chr6	-	131917657	131917828	131917795	131917828	131917086	131917303	10600	53,51	6,0	25,26	0,1	197	99	0.565138891455	1.0	0.816,1.0	1.0,0.929	-0.057
10601	"ENSG00000112282.13"	"MED23"	chr6	-	131913408	131913600	131913527	131913600	131912593	131912667	10601	1,0	12,41	0,0	15,18	197	99	0.511615619093	1.0	0.04,0.0	0.0,0.0	0.02
10602	"ENSG00000112282.13"	"MED23"	chr6	-	131913527	131914311	131914145	131914311	131912593	131912667	10602	78,15	2,4	42,36	0,0	197	99	0.201902135823	1.0	0.951,0.653	1.0,1.0	-0.198
10603	"ENSG00000112282.13"	"MED23"	chr6	-	131924110	131924344	131924169	131924344	131923357	131923521	10603	1,1	93,47	0,0	5,4	157	99	1	1.0	0.007,0.013	0.0,0.0	0.01
10606	"ENSG00000143303.7"	"RRNAD1"	chr1	+	156702051	156702078	156702051	156702072	156702157	156702265	10606	2,5	0,1	3,2	1,1	104	99	0.508026934573	1.0	1.0,0.826	0.741,0.656	0.215
10608	"ENSG00000143303.7"	"RRNAD1"	chr1	+	156698266	156699007	156698266	156698351	156701782	156701907	10608	21,49	0,2	36,33	0,0	197	99	1	1.0	1.0,0.925	1.0,1.0	-0.037
10609	"ENSG00000112029.5"	"FBXO5"	chr6	-	153296041	153296756	153296673	153296756	153294180	153294271	10609	496,236	1,0	33,25	0,0	197	99	0.186016406153	1.0	0.996,1.0	1.0,1.0	-0.002
10610	"ENSG00000112029.5"	"FBXO5"	chr6	-	153294180	153294390	153294261	153294390	153293406	153293589	10610	627,325	0,1	14,11	0,0	179	99	1	1.0	1.0,0.994	1.0,1.0	-0.003
10612	"ENSG00000112029.5"	"FBXO5"	chr6	-	153293406	153293533	153293453	153293533	153291663	153292549	10612	601,357	0,6	69,78	0,0	145	99	0.582945200022	1.0	1.0,0.976	1.0,1.0	-0.012
10614	"ENSG00000186866.12"	"POFUT2"	chr21	-	46705060	46705243	46705183	46705243	46703297	46703442	10614	3,0	1,5	0,0	1,1	197	99	1	1.0	0.601,0.0	0.0,0.0	0.3
10615	"ENSG00000186866.12"	"POFUT2"	chr21	-	46703266	46703492	46703297	46703492	46702263	46702374	10615	1,5	101,103	2,2	70,43	129	99	0.593295401766	1.0	0.008,0.036	0.021,0.034	-0.006
10617	"ENSG00000186866.12"	"POFUT2"	chr21	-	46703266	46703442	46703297	46703442	46702283	46702313	10617	0,1	2,3	1,0	3,1	129	99	0.875813953527	1.0	0.0,0.204	0.204,0.0	0.0
10618	"ENSG00000186866.12"	"POFUT2"	chr21	-	46697147	46697688	46697445	46697688	46696931	46697057	10618	12,3	3,8	4,2	1,1	197	99	0.492711755956	1.0	0.668,0.159	0.668,0.501	-0.171
10619	"ENSG00000186866.12"	"POFUT2"	chr21	-	46685893	46686142	46685936	46686142	46683842	46685550	10619	2,0	62,26	0,0	1,2	141	99	1	1.0	0.022,0.0	0.0,0.0	0.011
1061	"ENSG00000162517.8"	"PEF1"	chr1	-	32098697	32098915	32098759	32098915	32098095	32098239	1061	5,1	98,51	0,0	27,24	160	99	0.67416964075	1.0	0.031,0.012	0.0,0.0	0.021
10620	"ENSG00000163346.12"	"PBXIP1"	chr1	-	154920608	154920842	154920701	154920842	154920457	154920481	10620	2,1	2,0	3,3	0,0	191	99	1	1.0	0.341,1.0	1.0,1.0	-0.33
10622	"ENSG00000109920.8"	"FNBP4"	chr11	-	47788614	47788853	47788620	47788853	47786821	47786914	10622	2,2	36,27	1,0	21,18	104	99	0.612520182367	1.0	0.05,0.066	0.043,0.0	0.037
10623	"ENSG00000109920.8"	"FNBP4"	chr11	-	47744527	47744868	47744649	47744868	47741414	47741638	10623	484,172	1,0	23,34	0,0	197	99	0.179874867067	1.0	0.996,1.0	1.0,1.0	-0.002
10626	"ENSG00000109920.8"	"FNBP4"	chr11	-	47741441	47741638	47741480	47741638	47738778	47739064	10626	1,0	641,379	0,0	11,9	137	99	0.163360942724	1.0	0.001,0.0	0.0,0.0	0.001
10627	"ENSG00000109920.8"	"FNBP4"	chr11	-	47741414	47741638	47741480	47741638	47738778	47739064	10627	1,0	641,379	0,0	15,13	164	99	0.472150655765	1.0	0.001,0.0	0.0,0.0	0.001
10629	"ENSG00000109920.8"	"FNBP4"	chr11	-	47755576	47755796	47755647	47755796	47753391	47754222	10629	348,193	2,0	10,11	0,0	169	99	1	1.0	0.99,1.0	1.0,1.0	-0.005
10631	"ENSG00000131748.11"	"STARD3"	chr17	+	37814027	37814105	37814027	37814092	37814225	37814279	10631	36,41	5,4	35,25	3,2	111	99	0.703015552248	1.0	0.865,0.901	0.912,0.918	-0.032
10633	"ENSG00000131748.11"	"STARD3"	chr17	+	37818503	37818620	37818503	37818597	37819056	37819737	10633	0,4	4,45	1,1	66,43	121	99	0.0746713636691	1.0	0.0,0.068	0.012,0.019	0.019
10634	"ENSG00000131748.11"	"STARD3"	chr17	+	37813885	37814105	37813885	37814092	37814657	37814775	10634	9,34	0,1	11,14	0,0	111	99	1	1.0	1.0,0.968	1.0,1.0	-0.016
10635	"ENSG00000131748.11"	"STARD3"	chr17	+	37816683	37816880	37816683	37816779	37817062	37817142	10635	27,9	125,97	0,0	11,16	197	99	0.708194386018	1.0	0.098,0.045	0.0,0.0	0.072
10636	"ENSG00000131748.11"	"STARD3"	chr17	+	37814225	37814775	37814225	37814279	37814974	37815073	10636	102,41	0,1	21,25	0,0	197	99	1	1.0	1.0,0.954	1.0,1.0	-0.023
10637	"ENSG00000221978.7"	"CCNL2"	chr1	-	1326145	1326955	1326676	1326955	1325838	1325943	10637	782,427	0,1	17,16	0,0	197	99	1	1.0	1.0,0.995	1.0,1.0	-0.002
10638	"ENSG00000221978.7"	"CCNL2"	chr1	-	1326145	1328183	1328058	1328183	1325838	1325943	10638	782,427	0,1	17,16	0,0	197	99	1	1.0	1.0,0.995	1.0,1.0	-0.002
1063	"ENSG00000087085.9"	"ACHE"	chr7	-	100489954	100490439	100490307	100490439	100488789	100488959	1063	17,7	1,0	3,2	0,0	197	99	1	1.0	0.895,1.0	1.0,1.0	-0.052
10641	"ENSG00000221978.7"	"CCNL2"	chr1	-	1323099	1323249	1323156	1323249	1321874	1322962	10641	2,0	294,285	0,0	111,104	155	99	1	1.0	0.004,0.0	0.0,0.0	0.002
10642	"ENSG00000221978.7"	"CCNL2"	chr1	-	1328058	1328227	1328169	1328227	1326145	1326245	10642	11,18	10,22	7,6	8,5	197	99	0.791871227637	1.0	0.356,0.291	0.305,0.376	-0.017
10643	"ENSG00000221978.7"	"CCNL2"	chr1	-	1327975	1328183	1328058	1328183	1326145	1326245	10643	1,0	24,11	0,0	3,4	181	99	1	1.0	0.022,0.0	0.0,0.0	0.011
10644	"ENSG00000221978.7"	"CCNL2"	chr1	-	1327975	1328183	1328169	1328183	1326145	1326245	10644	1,0	34,16	0,0	3,4	197	99	1	1.0	0.015,0.0	0.0,0.0	0.007
10645	"ENSG00000221978.7"	"CCNL2"	chr1	-	1326676	1326818	1326686	1326818	1326145	1326245	10645	13,9	3,0	1,2	0,0	108	99	1	1.0	0.799,1.0	1.0,1.0	-0.101
10647	"ENSG00000197780.5"	"TAF13"	chr1	-	109617608	109617823	109617638	109617823	109608756	109608854	10647	361,172	2,0	17,20	0,0	128	99	0.177199549189	1.0	0.993,1.0	1.0,1.0	-0.004
10650	"ENSG00000197780.5"	"TAF13"	chr1	-	109618367	109618593	109618542	109618593	109617608	109617687	10650	9,3	461,157	0,0	50,48	197	99	0.884345269868	1.0	0.01,0.01	0.0,0.0	0.01
10651	"ENSG00000086475.10"	"SEPHS1"	chr10	-	13371659	13371788	13371697	13371788	13370350	13370450	10651	0,3	147,102	0,0	6,6	136	99	1	1.0	0.0,0.021	0.0,0.0	0.011
10653	"ENSG00000070047.7"	"PHRF1"	chr11	+	610953	611199	610953	611082	611633	611964	10653	20,6	150,52	0,0	5,4	197	99	1	1.0	0.063,0.055	0.0,0.0	0.059
10654	"ENSG00000070047.7"	"PHRF1"	chr11	+	581491	581606	581491	581575	581961	582081	10654	13,43	0,0	56,53	1,0	129	99	0.622759449404	1.0	1.0,1.0	0.977,1.0	0.012
10657	"ENSG00000070047.7"	"PHRF1"	chr11	+	581491	581606	581491	581597	581964	582081	10657	50,58	3,1	83,60	2,1	107	99	0.468790998056	1.0	0.939,0.982	0.975,0.982	-0.018
10658	"ENSG00000070047.7"	"PHRF1"	chr11	+	596922	597087	596922	597020	597394	597570	10658	5,2	54,27	0,0	2,1	165	99	1	1.0	0.053,0.043	0.0,0.0	0.048
10659	"ENSG00000070047.7"	"PHRF1"	chr11	+	601573	601701	601573	601630	605118	605300	10659	74,57	2,0	5,5	0,0	169	99	1	1.0	0.956,1.0	1.0,1.0	-0.022
10661	"ENSG00000070047.7"	"PHRF1"	chr11	+	601573	601695	601573	601630	605118	605300	10661	28,15	2,0	2,2	0,0	163	99	1	1.0	0.895,1.0	1.0,1.0	-0.052
10663	"ENSG00000148341.13"	"SH3GLB2"	chr9	-	131771970	131772150	131772049	131772150	131771384	131771625	10663	0,2	419,277	4,3	454,314	177	99	1	1.0	0.0,0.004	0.005,0.005	-0.003
10664	"ENSG00000172687.9"	"ZNF738"	chr19	+	21541731	21541945	21541731	21541893	21544567	21544660	10664	102,33	1,0	26,22	0,0	150	99	1	1.0	0.985,1.0	1.0,1.0	-0.008
10665	"ENSG00000119397.12"	"CNTRL"	chr9	+	123884078	123884286	123884078	123884229	123886208	123886362	10665	5,0	14,18	0,0	7,8	155	99	1	1.0	0.186,0.0	0.0,0.0	0.093
10666	"ENSG00000119397.12"	"CNTRL"	chr9	+	123935952	123936043	123935952	123936015	123937295	123937502	10666	5,2	36,26	1,0	28,26	126	99	0.19185714885	1.0	0.098,0.057	0.027,0.0	0.064
10669	"ENSG00000119397.12"	"CNTRL"	chr9	+	123903707	123903951	123903707	123903866	123904368	123904548	10669	5,0	25,21	0,0	2,2	183	99	1	1.0	0.098,0.0	0.0,0.0	0.049
10670	"ENSG00000119397.12"	"CNTRL"	chr9	+	123912447	123912761	123912447	123912535	123914762	123914971	10670	43,36	0,1	41,38	0,0	197	99	1	1.0	1.0,0.948	1.0,1.0	-0.026
10672	"ENSG00000119397.12"	"CNTRL"	chr9	+	123912447	123912583	123912447	123912535	123914762	123914971	10672	10,8	0,1	10,9	0,0	146	99	1	1.0	1.0,0.844	1.0,1.0	-0.078
10674	"ENSG00000145734.14"	"BDP1"	chr5	+	70785230	70785509	70785230	70785373	70786810	70786958	10674	65,33	0,1	3,3	0,0	197	99	1	1.0	1.0,0.943	1.0,1.0	-0.028
10675	"ENSG00000145734.14"	"BDP1"	chr5	+	70840865	70841109	70840865	70841046	70844508	70844572	10675	0,4	0,39	0,1	9,13	161	99	1	1.0	NA,0.059	0.0,0.045	0.036
10677	"ENSG00000156599.6"	"ZDHHC5"	chr11	+	57460082	57460321	57460082	57460174	57461254	57461387	10677	9,1	170,86	0,0	10,14	197	99	0.338304668308	1.0	0.026,0.006	0.0,0.0	0.016
10679	"ENSG00000156599.6"	"ZDHHC5"	chr11	+	57455979	57456137	57455979	57456053	57457502	57457909	10679	219,123	0,1	26,21	0,0	182	99	0.263964935729	1.0	1.0,0.985	1.0,1.0	-0.008
1067	"ENSG00000143126.7"	"CELSR2"	chr1	+	109803663	109803886	109803663	109803803	109804134	109804250	1067	33,52	1,0	14,15	0,0	181	99	1	1.0	0.948,1.0	1.0,1.0	-0.026
10680	"ENSG00000136770.6"	"DNAJC1"	chr10	-	22094908	22095028	22094985	22095028	22055189	22055238	10680	43,29	1,0	42,47	0,0	175	99	1	1.0	0.961,1.0	1.0,1.0	-0.02
10682	"ENSG00000136770.6"	"DNAJC1"	chr10	-	22094908	22095028	22094980	22095028	22055189	22055238	10682	43,29	2,0	12,11	0,0	170	99	1	1.0	0.926,1.0	1.0,1.0	-0.037
10683	"ENSG00000144535.15"	"DIS3L2"	chr2	+	232995328	232995653	232995328	232995429	233028168	233028342	10683	1,3	0,1	1,1	0,0	197	99	1	1.0	1.0,0.601	1.0,1.0	-0.2
10684	"ENSG00000010219.9"	"DYRK4"	chr12	+	4719320	4719450	4719320	4719441	4721708	4721884	10684	41,23	5,3	38,27	3,1	107	99	0.357748943624	1.0	0.884,0.876	0.921,0.962	-0.061
10685	"ENSG00000010219.9"	"DYRK4"	chr12	+	4719320	4719552	4719320	4719450	4721708	4721884	10685	4,0	21,16	0,0	2,2	197	99	1	1.0	0.087,0.0	0.0,0.0	0.043
10686	"ENSG00000010219.9"	"DYRK4"	chr12	+	4719321	4719552	4719321	4719441	4721708	4721884	10686	26,14	2,0	1,2	0,0	197	99	1	1.0	0.867,1.0	1.0,1.0	-0.067
10688	"ENSG00000010219.9"	"DYRK4"	chr12	+	4699495	4699720	4699495	4699606	4700325	4700464	10688	2,1	0,4	1,1	1,0	197	99	0.861197110112	1.0	1.0,0.112	0.334,1.0	-0.111
10690	"ENSG00000172831.7"	"CES2"	chr16	+	66975973	66976212	66975973	66976152	66976550	66976640	10690	9,2	58,34	0,0	6,4	158	99	1	1.0	0.089,0.036	0.0,0.0	0.063
10691	"ENSG00000172831.7"	"CES2"	chr16	+	66976550	66976688	66976550	66976640	66977201	66977274	10691	69,105	5,7	103,81	3,4	146	99	0.272491188366	1.0	0.903,0.91	0.959,0.932	-0.039
10692	"ENSG00000101363.8"	"MANBAL"	chr20	+	35929699	35929816	35929699	35929734	35944710	35945659	10692	142,61	4,2	18,20	0,0	180	99	1	1.0	0.951,0.944	1.0,1.0	-0.052
10693	"ENSG00000102287.12"	"GABRE"	chrX	-	151123828	151124039	151123839	151124039	151121596	151123556	10693	18,9	114,43	27,17	174,144	109	99	0.38273477213	1.0	0.125,0.16	0.124,0.097	0.032
10695	"ENSG00000102287.12"	"GABRE"	chrX	-	151123839	151124039	151123994	151124039	151121596	151123556	10695	121,56	2,0	189,140	9,6	197	99	0.147744956529	1.0	0.968,1.0	0.913,0.921	0.067
10696	"ENSG00000102287.12"	"GABRE"	chrX	-	151125658	151125798	151125754	151125798	151124508	151124599	10696	0,2	3,0	5,2	2,2	194	99	0.632490860578	1.0	0.0,1.0	0.561,0.338	0.05
10699	"ENSG00000109445.6"	"ZNF330"	chr4	+	142145601	142145831	142145601	142145660	142147920	142148000	10699	150,116	1,0	14,13	0,0	197	99	1	1.0	0.987,1.0	1.0,1.0	-0.006
1069	"ENSG00000065717.10"	"TLE2"	chr19	-	3009539	3009700	3009575	3009700	3008866	3008943	1069	19,11	6,1	13,8	3,1	134	99	0.77681594082	1.0	0.701,0.89	0.762,0.855	-0.013
106	"ENSG00000171163.11"	"ZNF692"	chr1	-	249150486	249150644	249150502	249150644	249149923	249150145	106	462,316	1,4	200,173	1,1	114	99	0.669778528973	1.0	0.998,0.986	0.994,0.993	-0.002
10700	"ENSG00000109445.6"	"ZNF330"	chr4	+	142143519	142143645	142143519	142143631	142147920	142148000	10700	167,88	2,0	21,20	0,0	112	99	0.541335390721	1.0	0.987,1.0	1.0,1.0	-0.006
10701	"ENSG00000109445.6"	"ZNF330"	chr4	+	142143519	142143645	142143519	142143631	142145640	142145660	10701	104,105	1,3	123,98	2,2	112	99	0.910299433347	1.0	0.989,0.969	0.982,0.977	-0.001
10702	"ENSG00000109445.6"	"ZNF330"	chr4	+	142142064	142142240	142142064	142142208	142143519	142143645	10702	54,105	4,7	53,52	3,4	130	99	0.903086996833	1.0	0.911,0.92	0.931,0.908	-0.004
10704	"ENSG00000109445.6"	"ZNF330"	chr4	+	142142083	142142231	142142083	142142170	142143519	142143645	10704	207,208	19,17	155,117	10,7	159	99	0.37403998359	1.0	0.872,0.884	0.906,0.912	-0.031
10705	"ENSG00000109445.6"	"ZNF330"	chr4	+	142142083	142142240	142142083	142142231	142143519	142143645	10705	12,33	15,8	20,20	12,11	107	99	0.957067795636	1.0	0.425,0.792	0.607,0.627	-0.008
10706	"ENSG00000109445.6"	"ZNF330"	chr4	+	142142083	142142240	142142083	142142170	142143519	142143645	10706	157,206	15,15	116,120	7,7	168	99	0.419561113125	1.0	0.86,0.89	0.907,0.91	-0.034
10707	"ENSG00000128989.6"	"ARPP19"	chr15	-	52861312	52861406	52861387	52861406	52849296	52849419	10707	97,51	3,0	2,2	0,0	173	99	1	1.0	0.949,1.0	1.0,1.0	-0.026
10708	"ENSG00000126709.10"	"IFI6"	chr1	-	27995743	27995857	27995755	27995857	27994968	27995046	10708	1,1	1,8	1,1	6,3	110	99	0.739756392763	1.0	0.474,0.101	0.13,0.231	0.107
10709	"ENSG00000126709.10"	"IFI6"	chr1	-	27995731	27995857	27995743	27995857	27994968	27995046	10709	0,1	1,0	0,0	1,1	110	99	0.0983564979915	1.0	0.0,1.0	0.0,0.0	0.5
10710	"ENSG00000126709.10"	"IFI6"	chr1	-	27995731	27995857	27995755	27995857	27994968	27995046	10710	0,1	2,13	0,0	2,3	122	99	1	1.0	0.0,0.059	0.0,0.0	0.029
10711	"ENSG00000126746.13"	"ZNF384"	chr12	-	6798263	6798676	6798533	6798676	6797332	6797392	10711	4,7	3,17	2,1	7,4	197	99	0.805594296757	1.0	0.401,0.171	0.126,0.112	0.167
10716	"ENSG00000126746.13"	"ZNF384"	chr12	-	6797892	6798062	6798002	6798062	6797332	6797392	10716	0,0	1,0	0,1	0,0	197	99	1	1.0	0.0,NA	NA,1.0	-1.0
10717	"ENSG00000136932.9"	"C9orf156"	chr9	-	100675682	100675840	100675689	100675840	100672270	100672898	10717	41,36	0,0	21,17	1,1	105	99	0.126818357509	1.0	1.0,1.0	0.952,0.941	0.054
10718	"ENSG00000117411.12"	"B4GALT2"	chr1	+	44451188	44451420	44451188	44451293	44455969	44456151	10718	45,23	124,66	33,28	120,103	197	99	0.239718506359	1.0	0.154,0.149	0.121,0.12	0.031
10721	"ENSG00000130731.11"	"C16orf13"	chr16	-	685517	685774	685611	685774	685280	685340	10721	2,3	10,4	1,1	14,8	192	99	0.215568025054	1.0	0.093,0.279	0.036,0.061	0.138
10724	"ENSG00000124193.10"	"SRSF6"	chr20	+	42087792	42088060	42087792	42087957	42088410	42088535	10724	546,563	3,5	287,201	2,1	197	99	0.766532402928	1.0	0.989,0.983	0.986,0.99	-0.002
10725	"ENSG00000170144.14"	"HNRNPA3"	chr2	+	178082397	178082573	178082397	178082510	178083764	178083884	10725	1389,754	2,0	104,98	0,0	161	99	1	1.0	0.998,1.0	1.0,1.0	-0.001
10726	"ENSG00000170144.14"	"HNRNPA3"	chr2	+	178081442	178081668	178081442	178081662	178083764	178083884	10726	761,309	2,1	73,72	0,0	104	99	1	1.0	0.997,0.997	1.0,1.0	-0.003
10728	"ENSG00000170144.14"	"HNRNPA3"	chr2	+	178081403	178081620	178081403	178081542	178082432	178082573	10728	47,20	6,3	2,2	0,0	176	99	1	1.0	0.815,0.789	1.0,1.0	-0.198
10729	"ENSG00000170144.14"	"HNRNPA3"	chr2	+	178081442	178081668	178081442	178081542	178082432	178082573	10729	730,299	6,3	143,154	0,0	197	99	0.504244395667	1.0	0.984,0.98	1.0,1.0	-0.018
1072	"ENSG00000065717.10"	"TLE2"	chr19	-	3013666	3013816	3013768	3013816	3011019	3011158	1072	16,4	1,0	14,15	0,0	197	99	1	1.0	0.889,1.0	1.0,1.0	-0.055
10732	"ENSG00000170144.14"	"HNRNPA3"	chr2	+	178081442	178081668	178081442	178081620	178082432	178082573	10732	1102,450	1,0	74,74	0,0	146	99	1	1.0	0.999,1.0	1.0,1.0	-0.0
10733	"ENSG00000170144.14"	"HNRNPA3"	chr2	+	178081301	178081457	178081301	178081320	178082432	178082573	10733	39,16	2,0	0,1	0,0	197	99	1	1.0	0.907,1.0	NA,1.0	-0.046
10734	"ENSG00000170144.14"	"HNRNPA3"	chr2	+	178081301	178081542	178081301	178081320	178082432	178082573	10734	45,19	2,0	0,1	0,0	197	99	1	1.0	0.919,1.0	NA,1.0	-0.04
10738	"ENSG00000170144.14"	"HNRNPA3"	chr2	+	178083695	178083887	178083695	178083884	178083974	178084534	10738	2170,1098	6,0	155,135	0,0	101	99	1	1.0	0.997,1.0	1.0,1.0	-0.002
10739	"ENSG00000226287.3"	"TMEM191A"	chr22	+	21058255	21058344	21058255	21058328	21058475	21058516	10739	1,0	3,0	0,0	0,1	114	99	1	1.0	0.224,NA	NA,0.0	0.224
10740	"ENSG00000226287.3"	"TMEM191A"	chr22	+	21057920	21058039	21057920	21057980	21058255	21058328	10740	5,4	0,1	2,2	0,0	157	99	1	1.0	1.0,0.716	1.0,1.0	-0.142
10741	"ENSG00000099940.7"	"SNAP29"	chr22	+	21213770	21213928	21213770	21213798	21224624	21224821	10741	3,2	7,0	1,1	0,0	197	99	1	1.0	0.177,1.0	1.0,1.0	-0.411
10742	"ENSG00000188895.7"	"MSL1"	chr17	+	38289294	38289536	38289294	38289362	38289786	38289911	10742	19,14	212,118	0,0	4,4	197	99	1	1.0	0.043,0.056	0.0,0.0	0.05
10744	"ENSG00000188895.7"	"MSL1"	chr17	+	38288032	38288351	38288032	38288044	38289294	38289536	10744	265,123	1,0	8,6	0,0	197	99	1	1.0	0.993,1.0	1.0,1.0	-0.004
10748	"ENSG00000163634.7"	"THOC7"	chr3	-	63825262	63825449	63825331	63825449	63824047	63824175	10748	1,0	179,78	0,0	93,85	167	99	1	1.0	0.003,0.0	0.0,0.0	0.002
10749	"ENSG00000163634.7"	"THOC7"	chr3	-	63825262	63825449	63825358	63825449	63824047	63824175	10749	1,0	2,0	0,0	1,0	194	99	1	1.0	0.203,NA	0.0,NA	0.203
1074	"ENSG00000173218.10"	"VANGL1"	chr1	+	116202243	116202394	116202243	116202388	116206281	116206889	1074	8,20	1,0	21,22	0,0	104	99	0.691283067562	1.0	0.884,1.0	1.0,1.0	-0.058
10750	"ENSG00000163634.7"	"THOC7"	chr3	-	63825331	63825449	63825358	63825449	63824047	63824175	10750	265,221	0,4	324,261	3,2	125	99	0.924895094582	1.0	1.0,0.978	0.988,0.99	0.0
10752	"ENSG00000247498.5"	"RP11-392P7.6"	chr12	+	13080695	13080748	13080695	13080737	13132457	13132556	10752	0,0	6,3	1,1	16,15	109	99	1	1.0	0.0,0.0	0.054,0.057	-0.056
10757	"ENSG00000083123.10"	"BCKDHB"	chr6	+	80837263	80837459	80837263	80837341	80838877	80838946	10757	0,0	21,2	1,1	9,10	197	99	0.491255472682	1.0	0.0,0.0	0.053,0.048	-0.051
10759	"ENSG00000137106.13"	"GRHPR"	chr9	+	37424841	37424983	37424841	37424972	37425918	37425991	10759	0,1	231,87	1,0	170,148	109	99	1	1.0	0.0,0.01	0.005,0.0	0.003
1075	"ENSG00000259784.1"	"ATP6C"	chr16	+	2570984	2571129	2570984	2571124	2577561	2577616	1075	2,0	13,6	0,0	3,2	103	99	1	1.0	0.129,0.0	0.0,0.0	0.065
10760	"ENSG00000137106.13"	"GRHPR"	chr9	+	37422662	37422830	37422662	37422802	37425918	37425991	10760	108,7	2,5	104,89	2,3	126	99	0.0798860441562	1.0	0.977,0.524	0.976,0.959	-0.217
10761	"ENSG00000137106.13"	"GRHPR"	chr9	+	37422742	37422830	37422742	37422771	37424841	37424972	10761	99,33	0,1	93,90	0,0	157	99	0.409860312654	1.0	1.0,0.954	1.0,1.0	-0.023
10762	"ENSG00000137106.13"	"GRHPR"	chr9	+	37422692	37422802	37422692	37422771	37424841	37424972	10762	31,40	0,1	54,54	0,0	129	99	0.367220879723	1.0	1.0,0.968	1.0,1.0	-0.016
10763	"ENSG00000137106.13"	"GRHPR"	chr9	+	37422710	37422830	37422710	37422802	37424841	37424972	10763	109,63	60,48	130,90	69,49	126	99	0.413008835387	1.0	0.588,0.508	0.597,0.591	-0.046
10767	"ENSG00000163605.10"	"PPP4R2"	chr3	+	73045989	73046222	73045989	73046001	73047227	73047309	10767	182,99	2,1	13,17	0,0	197	99	1	1.0	0.979,0.98	1.0,1.0	-0.02
10769	"ENSG00000163605.10"	"PPP4R2"	chr3	+	73045968	73046222	73045968	73045978	73047227	73047309	10769	173,96	1,0	12,10	0,0	197	99	1	1.0	0.989,1.0	1.0,1.0	-0.006
10770	"ENSG00000008988.5"	"RPS20"	chr8	-	56986812	56986915	56986872	56986915	56986637	56986718	10770	59,28	2,0	1,2	0,0	158	99	1	1.0	0.949,1.0	1.0,1.0	-0.026
10771	"ENSG00000008988.5"	"RPS20"	chr8	-	56986872	56987068	56986939	56987068	56986637	56986718	10771	2,0	15990,7839	0,0	2421,2739	165	99	1	1.0	0.0,0.0	0.0,0.0	0.0
10772	"ENSG00000008988.5"	"RPS20"	chr8	-	56986253	56986498	56986271	56986498	56985685	56985831	10772	176,3757	0,1	1753,2737	0,0	116	99	1	1.0	1.0,1.0	1.0,1.0	0.0
10774	"ENSG00000008988.5"	"RPS20"	chr8	-	56986106	56986327	56986253	56986327	56985612	56985831	10774	0,18	4879,4626	1,1	4628,4469	197	99	1	1.0	0.0,0.002	0.0,0.0	0.001
10776	"ENSG00000008988.5"	"RPS20"	chr8	-	56986447	56986685	56986618	56986685	56986271	56986327	10776	10,7	10719,5345	0,0	371,292	197	99	1	1.0	0.0,0.001	0.0,0.0	0.001
10777	"ENSG00000008988.5"	"RPS20"	chr8	-	56986499	56986685	56986618	56986685	56986271	56986327	10777	1,0	10719,5345	0,0	371,292	197	99	1	1.0	0.0,0.0	0.0,0.0	0.0
10778	"ENSG00000008988.5"	"RPS20"	chr8	-	56986618	56986685	56986637	56986685	56986271	56986327	10778	2470,3730	2,0	2366,2635	0,0	117	99	1	1.0	0.999,1.0	1.0,1.0	-0.0
